subset,model,sample_id,estimated_cost_usd,thinking_tokens,score_accuracy,run_duration_sec
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_39,49.658881903000065,87,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_40,41.62549985999999,21,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_18,35.08017836199997,25,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_66,33.97200557899998,62,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_61,38.43272295399993,195,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_60,44.40784874799999,91,1.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_7,55.14019372500002,153,0.0,
abstract_algebra,ollama_gpt-oss:20b_think_low,abstract_algebra_34,63.000185171,267,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_41,2.892267393999987,84,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_9,8.763376932000028,61,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_42,16.356954002000066,77,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_91,24.807166764000044,19,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_65,29.815415190000067,63,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_50,31.032410939999977,34,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_1,29.41619971199998,5,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_70,27.32019139299996,49,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_15,30.530388787999982,97,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_78,35.106490667,67,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_73,40.97586882299993,31,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_10,52.28226762099996,104,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_55,53.07125890799989,25,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_56,51.83841729799997,23,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_72,52.79688476900003,81,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_45,46.6186967540001,110,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_48,46.30373998100015,17,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_92,52.620850980000114,264,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_76,55.392373722000116,30,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_37,56.79268830000001,23,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_30,58.70921225400002,25,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_21,52.79504878099999,106,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_32,58.609177324999905,209,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_96,65.25283326999988,46,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_80,71.48777802199982,40,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_49,80.64991769199992,24,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_83,70.17208560699987,119,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_26,63.52871638099987,57,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_87,55.86059558399984,50,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_33,45.324013774999685,14,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_8,48.892402151999704,220,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_47,55.063357623999764,81,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_59,62.502131658999815,39,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_63,71.56885703199987,5,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_74,67.66921712399994,8,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_44,54.83782716099995,22,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_98,44.12846055,137,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_52,41.253919185000086,98,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_85,59.29915179500017,131,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_12,80.28324801900021,52,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_36,103.98484947800011,111,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_23,115.43895920800014,61,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_39,102.68225162600015,50,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_40,92.76173296600018,32,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_18,70.32232233000013,63,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_66,53.026316668999925,22,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_61,52.269791325999904,22,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_60,59.69825487199978,329,0.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_7,72.63728213699983,8,1.0,
college_chemistry,ollama_gpt-oss:20b_think_low,college_chemistry_34,92.386768544,62,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_9,1.801789848999988,73,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_41,9.91402101499989,142,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_42,24.409699430999808,184,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_91,48.20330712499981,334,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_65,79.45161655899983,152,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_50,103.00849601300001,145,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_1,122.2453560240001,116,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_70,134.5832471000001,270,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_15,137.72203169400018,490,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_78,143.3595281360001,68,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_73,152.32018930800018,241,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_10,149.03429346200028,15,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_55,136.8659857350001,52,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_56,121.68776106400014,87,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_72,91.29708638900001,69,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_45,74.48925548499983,140,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_48,72.03304686499996,160,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_92,74.14992737699981,106,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_76,87.86367197299978,113,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_37,95.63924540999983,29,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_30,96.88541019499985,187,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_21,100.24992428299993,180,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_32,98.96890843400001,86,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_96,108.42454365899994,608,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_80,116.93467274499994,84,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_49,120.43255466399978,364,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_83,129.4618824979998,111,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_26,126.4652937349997,337,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_87,137.71398336099946,490,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_33,138.96113925599957,31,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_8,138.61899347899953,53,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_47,135.83289243299987,18,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_59,107.51358239499996,27,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_63,92.85646145200008,36,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_74,79.25279749800029,105,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_44,71.72331355899996,20,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_98,82.001815094,97,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_52,87.08103343399989,53,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_85,93.81307873199967,441,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_12,103.00631846799979,114,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_36,102.89194817899988,29,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_23,107.12755196299986,65,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_39,106.24796600399986,272,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_40,98.46682462599983,52,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_18,110.21684120999998,630,0.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_66,120.01762433700014,46,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_61,124.44454007900003,75,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_60,136.00263356899995,59,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_7,123.32606308599998,164,1.0,
college_mathematics,ollama_gpt-oss:20b_think_low,college_mathematics_34,108.98970053899984,84,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_41,7.7120575690000805,87,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_9,20.088218104000134,64,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_82,34.45102430800034,29,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_78,55.83716655800026,114,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_67,65.43887458100016,57,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_47,70.30474202799996,157,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_1,79.75092438999991,224,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_72,79.29146824500003,27,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_15,80.09633297900018,17,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_80,82.62456725400034,116,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_58,74.0838261050003,38,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_10,65.09141378100003,5,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_45,63.569428176999736,54,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_33,57.79142834599952,17,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_56,57.698577696999564,106,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_37,60.47860601299999,14,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_50,55.37297827900011,13,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_32,52.50958694500014,37,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_66,47.83517028699998,35,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_44,49.51649650499985,107,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_30,53.097918373000084,5,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_65,54.25653060500008,16,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_8,52.37337965300003,20,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_21,39.61059238300004,18,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_55,30.460507035999854,47,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_96,30.39097315700019,100,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_89,38.38713682100024,42,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_42,59.495011268000326,133,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_63,77.14406300200017,17,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_26,89.2040473510001,143,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_79,104.12667015600027,183,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_52,101.91459965800004,16,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_98,106.45743895400028,32,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_49,108.43086420000009,59,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_61,91.19555327199987,6,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_74,85.16617181799984,26,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_48,71.79947613199965,63,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_76,58.32005265299995,30,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_100,65.39472463399989,92,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_59,68.17374800300013,28,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_87,69.92423732200041,61,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_12,70.6198996930002,11,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_36,55.97176456200032,21,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_23,47.01875971000027,34,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_39,40.92095241900006,82,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_40,39.57780628799992,14,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_18,49.54665912199971,83,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_68,55.38022296799954,74,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_5,61.130913865999446,49,1.0,
college_physics,ollama_gpt-oss:20b_think_low,college_physics_62,65.25006949699946,15,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_144,0.5635296020000169,5,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_146,2.233949980000034,40,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_9,4.40658896900004,14,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_195,6.998326217999875,8,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_52,8.814322904999699,18,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_185,9.114209249999476,23,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_204,10.341883063999376,23,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_81,14.727939855999466,57,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_197,19.417664156999763,20,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_186,26.32894005399976,21,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_172,30.432998180999675,8,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_29,27.614702371999556,18,0.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_113,25.046999766999306,18,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_110,18.558682302999387,15,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_171,13.99694251999972,21,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_223,14.342291790999752,154,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_159,14.850984058999984,39,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_112,17.637476321000122,24,0.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_152,19.505021576999752,31,0.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_111,18.190324539999892,17,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_192,15.5507435669997,19,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_2,15.164746833999743,66,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_60,17.295180400999925,210,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_61,23.384217712999998,39,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_228,31.012468466999962,33,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_78,37.28597901300009,345,0.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_123,40.20928934500034,16,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_84,38.680047688000286,37,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_109,36.70691205100047,93,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_66,30.250780992000273,58,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_21,23.99001150899994,21,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_145,19.63583758799996,16,0.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_104,15.159380560000045,21,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_12,14.316142498999852,13,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_45,14.716460106999875,27,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_72,15.32499029399969,21,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_27,14.863821489999737,28,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_120,13.799583728000016,35,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_135,12.439238981000017,33,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_10,15.061565280000195,274,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_227,20.878220730000066,115,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_30,28.039554748000228,35,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_42,35.1547461680002,23,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_44,35.307525180000084,57,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_98,33.24332136200019,139,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_85,29.345139196999753,25,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_4,26.169945210999686,19,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_125,24.732028011999773,2,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_213,21.249731372999577,3,1.0,
conceptual_physics,ollama_gpt-oss:20b_think_low,conceptual_physics_209,21.724832995999805,53,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_208,2.1753630829998656,47,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_34,6.123588661999747,21,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_53,11.141347576999578,11,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_178,17.918701381999654,20,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_358,21.329014487999757,6,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_66,22.180849886000033,17,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_211,23.013801872000386,11,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_257,22.27024777400038,21,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_248,22.60820594900042,15,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_242,26.47940434300017,121,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_91,28.681702012000187,20,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_331,30.95513296800027,56,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_290,34.452342671000224,67,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_251,32.4021106160003,9,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_93,30.701006211000276,12,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_203,27.628986276999967,7,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_221,24.028458061000038,31,0.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_340,24.126618561000214,28,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_94,24.123400339,19,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_89,26.789807615999962,12,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_80,28.801494985999852,29,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_310,29.18798382499972,13,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_231,29.940974248999737,9,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_338,29.923014134999903,34,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_113,28.231996337000055,14,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_278,27.472586152000076,11,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_122,27.522524986999997,21,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_100,25.7922799009998,32,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_347,26.94435984899974,62,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_212,26.937598585999694,15,1.0,
elementary_mathematics,ollama_gpt-oss:20b_think_low,elementary_mathematics_266,25.166618199999903,9,0.0,
